Number;StructureName;StructureType;Condition of Bridge;TotalWidth;TotalLength;ConstructionYear;NumberOfSpan;Zone;Circle;Division;Sub-Division;RoadNo;StructureLRPName;ReferenceLRPNo;LocationLRPOffset;LocationChainage;LatitudeDegree;LatitudeMinute;LatitudeSecond;LongitudeDegree;LongitudeMinute;LongitudeSecond;BCS1TotalScore
132;Karumtoli(1) Bridge;RCC Girder Bridge;A;7,3;33,7;1981;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP451c;LRP451;433;455,062;20;54;1,4;92;16;50;0
133;Karumtoli(2) Bridge;RCC Girder Bridge;A;7,3;29,3;1985;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP451f;LRP451;737;455,366;20;53;55,1;92;16;58,1;0
134;Karumtoli (3) Bridge;RCC Girder Bridge;A;7,3;10,6;1982;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP451h;LRP451;818;455,447;20;53;52,7;92;17;NULL;0
135;Polashir Bridge;RCC Girder Bridge;A;7,3;10,6;1993;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP451i;LRP451;867;455,496;20;53;52;92;17;2;0
136;Baroy toli (1) Bridge;RCC Girder Bridge;C;7,3;29,3;1982;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP452a;LRP452;59;455,688;20;53;50,9;92;17;7,2;30
137;Gilatoli (1) Bridge;RCC Girder Bridge;A;7,3;17,5;1984;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP452f;LRP452;535;456,164;20;53;36,8;92;17;21,3;0
138;Baroytoli Bridge;RCC Girder Bridge;A;7,3;8,3;1983;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP452h;LRP452;658;456,287;20;53;31,5;92;17;21,9;0
139;Baraytoli (3) Bridge;RCC Girder Bridge;A;7,3;6,1;1983;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP452i;LRP452;730;456,359;20;53;33,7;92;17;23,1;0
140;Naiton Para(1) Bridge;RCC Girder Bridge;A;7,35;23;1984;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP452j;LRP452;920;456,549;20;53;30,6;92;17;28,2;0
141;Naitom Para (2) Bridge;RCC Girder Bridge;A;7,3;15,1;1983;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP453a;LRP453;734;457,365;20;53;22,5;92;17;52,6;0
142;Naitong Para (3) Bridge;RCC Girder Bridge;A;7,4;9;1982;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP454a;LRP454;115;457,751;20;53;9,4;92;17;57,4;0
143;Naitom Para(4) Bridge;RCC Girder Bridge;A;7,3;9;1983;1;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP454b;LRP454;577;458,213;20;52;54,4;92;17;51,4;0
144;Eskahal Bridge;RCC Girder Bridge;C;7,3;37,3;1978;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP455a;LRP455;159;458,799;20;52;35,8;92;17;52,6;90
145;Yaknat Bridge;RCC Girder Bridge;C;9,2;35,9;1985;3;Chittagong;Chittagong;Cox's Bazar;Cox's Bazar - 2;N1;LRP456c;LRP455;1473;460,113;20;51;52,8;92;17;54,1;60
146;Barura Bridge;RCC Girder Bridge;A;10;17,8;1998;1;Comilla;Comilla;Comilla;Gouripur;N102;LRP008a;LRP008;452;8,475;23;32;32;91;4;27,3;0
147;Bangl Bari Bridge;RCC Girder Bridge;A;9,7;33,45;1994;3;Comilla;Comilla;Comilla;Gouripur;N102;LRP023b;LRP023;612;23,564;23;37;25,1;90;58;22,4;0
148;Compani Ganj Bridge;RCC Girder Bridge;A;9,1;113,9;1980;5;Comilla;Comilla;Comilla;Gouripur;N102;LRP024b;LRP024;850;24,808;23;38;3,1;90;58;14,7;0
149;Gafur nagar Bridge;RCC Girder Bridge;C;8,9;51,25;1984;3;Comilla;Comilla;Comilla;Gouripur;N102;LRP028a;LRP028;167;28,106;23;39;31,5;90;58;55,5;31
150;CMB Bazar Bridge;RCC Girder Bridge;A;8,9;40;2006;3;Comilla;Comilla;Comilla;Gouripur;N102;LRP029b;LRP029;569;29,509;23;39;57;90;59;37,6;0
151;Yousufpur Bridge.;RCC Girder Bridge;C;8,9;24,5;2006;1;Comilla;Comilla;Comilla;Gouripur;N102;LRP030a;LRP030;618;30,562;23;40;16,4;91;0;7,1;30
152;KalaMoira Bridge;RCC Girder Bridge;A;9,04;54,31;1984;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP040a;LRP040;330;40,291;23;43;31;91;4;36,4;0
153;Kuchi chuani er Bridge;RCC Girder Bridge;A;9,04;37;1980;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP044a;LRP044;377;44,355;23;45;19,5;91;5;53,3;0
154;Kharer bazar Bridge;RCC Bridge;A;8,9;17;1986;1;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP046a;LRP046;709;46,694;23;46;11,6;91;6;53,4;0
155;Saidabad Bridge;RCC Girder Bridge;A;8,97;20,6;1965;1;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP050c;LRP050;867;50,862;23;47;33,8;91;8;48,2;0
156;Bizna Bridge;RCC Girder Bridge;B;7,3;49,75;1973;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP052a;LRP052;464;52,474;23;48;24,2;91;9;4,8;1
157;Dhorkhar Bridge;PC Girder Bridge;A;9,23;167,14;1994;5;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP056b;LRP056;747;56,766;23;50;41,7;91;9;25,8;0
158;Ujaneswar Bridge;PC Girder Bridge;B;10;34,2;1997;1;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP058a;LRP058;645;58,681;23;51;37,7;91;9;18,8;1
159;Akhand Bridge;RCC Bridge;B;7,87;16,38;1965;1;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP059b;LRP059;619;59,655;23;51;58,5;91;8;52,8;30
160;Sultanpur Uttar Bridge;RCC Bridge;B;8,9;21,25;1967;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP063a;LRP063;217;63,311;23;53;40,4;91;7;48,3;30
161;Radhika Bridge;PC Girder Bridge;C;6,96;50,25;2001;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP064b;LRP064;550;64,608;23;54;20;91;7;33,1;30
162;Kath toli old Bridge;RCC Girder Bridge;C;7,7;90,6;1973;5;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP070a;LRP070;190;70,285;23;57;18,7;91;6;58,6;120
163;Dakhin Pouro tala bridge;RCC Girder Bridge;A;9,1;32,15;2010;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP073e;LRP073;626;73,118;23;58;14,1;91;6;4;0
164;Gabura Bridge.;RCC Girder Bridge;C;9,15;16,68;1989;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N102;LRP077a;LRP077;468;76,824;24;0;6,1;91;6;34,4;60
165;Selonia bridge;PC Girder Bridge;B;9,55;89,23;2001;3;Comilla;Noakhali;Feni;Feni-1;N104;LRP008b;LRP008;349;8,075;22;58;57;91;20;15;1
166;Matuvhuia Bridge;RCC Girder Bridge;A;8,3;48,71;1970;3;Comilla;Noakhali;Feni;Feni-1;N104;LRP011a;LRP011;922;11,616;22;57;14;91;19;34;0
167;Kallyandi Bridge;RCC Girder Bridge;C;7,9;9,25;1965;1;Comilla;Noakhali;Noakhali;Noakhali;N104;LRP022a;LRP022;787;22,483;22;57;27,8;91;13;55,9;92
168;Dotter Hut Bridge;RCC Girder Bridge;C;8,6;16,39;1978;3;Comilla;Noakhali;Noakhali;Noakhali;N104;LRP047a;LRP046;1098;47,345;22;50;29,3;91;5;53,7;561
169;Ulukhola Bridge;PC Girder Bridge;A;17,6;174,75;2006;4;Dhaka;Dhaka;Gazipur;Tongi;N105;LRP029b;LRP022;7536;29,116;23;54;56,08;90;28;53,02;0
170;Natunpara Bridge;RCC Girder Bridge;B;9,83;18,78;1986;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP002c;LRPS;2521;2,521;22;24;55,8;91;49;9,1;30
171;Modarhat Bridge;Steel Beam & RCC Slab;A;9,85;13,2;1985;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP009c;LRP006;3812;8,812;22;28;15,9;91;48;54,7;0
172;Subadaggu Bridge;RCC Girder Bridge;B;6,3;63,86;1968;3;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP015a;LRP011;4371;14,371;22;30;16,7;91;49;36,3;30
173;Isapur Bridge;Steel Beam & RCC Slab;C;4,2;34,2;1965;3;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP016a;LRP016;75;15,075;22;30;26,2;91;49;48;150
174;Sardargat Bridge;RCC Girder Bridge;C;6,5;102,69;NULL;5;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP018a;LRP018;247;16,597;22;30;49,4;91;50;43,6;60
175;Miarghat Bridge;Steel Beam & RCC Slab;C;4,06;25,3;1965;3;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP019a;LRP019;392;17,703;22;30;58,6;91;51;16,6;150
176;Gohiro Steei Bridge;Truss with RCC Slab;A;12,32;37,78;2003;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP021b;LRP021;642;19,918;22;31;34,1;91;52;21,6;0
177;Boropool Bridge;Steel Beam & RCC Slab;C;6,61;24,69;1965;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP022a;LRP022;378;20,585;22;31;43,9;91;52;41;62
178;Dabbo Bridge;Steel Beam & RCC Slab;C;4,18;24,13;1965;3;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP023b;LRP023;656;21,851;22;31;56,1;91;53;23,2;90
179;Birilia Steel bridge;Baily with Steel Deck;A;8,32;18,2;1992;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP024c;LRP024;699;22,823;22;32;0,8;91;53;57,8;0
180;Beroli Bridge;Steel Beam & RCC Slab;C;3,96;24,68;1964;3;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP024e;LRP024;972;23,096;22;32;3,1;91;54;6,8;90
181;Rauzan dalarmuk Bridge;RCC Girder Bridge;A;7,85;15,1;1978;1;Chittagong;Chittagong;Chittagong;Fatikchari;N106;LRP030b;LRP030;533;29,154;22;32;19,2;91;57;22,1;0
182;Chukhover Mil Bridge;RCC Girder Bridge;A;9,8;26;1990;3;Chittagong;Rangamati;Rangamati;Rangamati-1;N106;LRP038c;LRP038;711;36,661;22;33;9,5;92;0;59,5;0
183;Rahirhat Bridge;PC Girder Bridge;C;9,72;128,25;2008;3;Chittagong;Rangamati;Rangamati;Rangamati-1;N106;LRP042a;LRP042;125;40,007;22;34;11,5;92;2;25,5;31
184;Mogachhari Bridge;Steel Beam & RCC Slab;B;10,13;14,8;2002;1;Chittagong;Rangamati;Rangamati;Rangamati-1;N106;LRP046a;LRP046;499;44,33;22;35;37;92;4;17,8;1
185;Manikchhari Bridge;RCC Girder Bridge;B;9,08;75,55;1993;3;Chittagong;Rangamati;Rangamati;Rangamati-1;N106;LRP058a;LRP058;258;55,929;22;38;51;92;8;11,2;1
186;Kalurghat Bridge-2;PC Girder Bridge;B;9,3;24;1989;1;Chittagong;Chittagong;Dohazari;Patiya;N107;LRPSc;LRPS;382;0,382;22;23;32,1;91;53;35,6;1
187;Shakpura Bridge;RCC Girder Bridge;B;7,8;36;1996;3;Chittagong;Chittagong;Dohazari;Patiya;N107;LRP004b;LRP002;2786;4,895;22;21;36,6;91;54;48,3;1
188;Military pool;RCC Girder Bridge;C;7,1;73;1950;3;Chittagong;Chittagong;Dohazari;Patiya;N107;LRP007a;LRP007;288;7,288;22;20;23;91;55;1,9;1120
189;South Kachia-1 Bridge;RCC Girder Bridge;C;7,05;8,02;1982;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRPSa;LRPS;882;0,882;22;6;10,5;92;4;56,8;501
190;South Kachia Bridge.;RCC Girder Bridge;C;7,06;23,3;1981;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP001a;LRP001;178;1,189;22;6;16,5;92;5;7;60
191;Montola-1 Bridge;RCC Girder Bridge;B;7,01;7,8;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP001c;LRP001;520;1,531;22;6;23,4;92;5;17,6;30
192;Dostidar hat Bridge.;RCC Bridge;A;9,6;25,84;1981;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP002a;LRP002;270;2,282;22;6;34,9;92;5;38,7;0
193;Dostidar hat-2 Bridge.;RCC Girder Bridge;C;7,05;21,02;1981;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP002c;LRP002;530;2,542;22;6;33;92;5;48,05;1503
194;Shotto Pir er Majar Bridge.;RCC Girder Bridge;A;7,2;90,2;1980;5;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP004a;LRP004;909;4,942;22;7;21,2;92;6;31,3;0
195;Bajlia Bridge-01;RCC Girder Bridge;C;10,18;31,32;2011;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP006a;LRP006;159;6,175;22;7;31,6;92;7;31;30
196;Bajalia Bridge-2;RCC Girder Bridge;B;7,05;45,8;1982;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP006c;LRP006;970;6,986;22;7;39,1;92;7;53,1;30
197;Boddhopara Bridge;RCC Bridge;A;10,25;18,23;1984;2;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP008a;LRP008;352;8,374;22;7;40,2;92;8;45;0
198;Shoalok Bridge-1;RCC Girder Bridge;B;7,18;70,19;1983;4;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP011a;LRP011;864;11,892;22;8;25,9;92;10;15,8;31
199;Shoalok Bridge-2;RCC Girder Bridge;A;6,98;13,9;1976;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP012b;LRP012;323;12,349;22;8;33,9;92;10;27,8;0
200;Majherpara Bridge-1;RCC Girder Bridge;D;7,01;13,9;1976;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP012d;LRP012;480;12,506;22;8;34,5;92;10;32,6;2031
201;Majherpara Bridge-2;RCC Girder Bridge;B;6,96;7,8;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP012f;LRP012;579;12,605;22;8;36,8;92;10;35,1;1
202;Majher Para Bridge-3;RCC Girder Bridge;C;6,95;14,1;1985;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP012g;LRP012;654;12,68;22;8;37,7;92;10;36,8;31
203;Majherpara Bazar Bridge.;RCC Girder Bridge;C;7,1;10,85;1986;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP013a;LRP013;136;13,166;22;8;51,3;92;10;43,1;1500
204;Reicha Bazar Bridge;RCC Girder Bridge;A;7,1;42,77;1983;3;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP015a;LRP015;89;15,115;22;9;45,5;92;10;38,6;0
205;Kana Para Bridge;RCC Girder Bridge;B;7,2;13,58;1984;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP018a;LRP018;649;18,701;22;10;56,2;92;11;44,5;1
206;Amtolipara Bridge;Truss with RCC Slab;B;10,7;37;1996;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP020a;LRP020;127;20,176;22;10;59,3;92;12;22,3;1
207;Amtoli para RCC Bridge.;RCC Girder Bridge;A;7,8;14,1;1986;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP020c;LRP020;432;20,481;22;11;5;92;12;29,8;0
208;Amtoli para Rcc Bridge-2;RCC Girder Bridge;B;7,68;9,38;1986;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP020e;LRP020;668;20,717;22;11;6,3;92;12;37,2;1
209;Bus stand Bridge-2;RCC Girder Bridge;B;7;9,2;1992;1;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP021b;LRP021;365;21,421;22;11;16,2;92;12;49,7;1
210;Bus Stand -1 Bridge;RCC Girder Bridge;B;7;26,2;1987;NULL;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP021c;LRP021;486;21,542;22;11;19,6;92;12;51,3;31
211;Miski Bridge;RCC Girder Bridge;A;7,23;40,06;1992;2;Chittagong;Rangamati;Bandarban;Bandarban-2;N108;LRP021e;LRP021;633;21,689;22;11;23,7;92;12;54,1;0
212;Jatramura Bridge;RCC Girder Bridge;B;11,2;36,7;1972;3;Dhaka;Dhaka;Narayanganj;Narayanganj-1;N2;LRP002a;LRP002;369;1,511;23;43;7,7;90;30;56,5;30
213;Gola kandail Bridge.;RCC Girder Bridge;C;8,94;19;1987;1;Dhaka;Dhaka;Narayanganj;Narayanganj-1;N2;LRP012c;LRP012;462;11,482;23;47;7,5;90;34;8,5;60
214;Banti Bridge;PC Girder Bridge;C;10,35;72,15;2004;3;Dhaka;Dhaka;Narayanganj;Narayanganj-1;N2;LRP017a;LRP017;25;16,19;23;49;3,4;90;35;53,1;30
215;Panchdona  Bridge;PC Girder Bridge;A;10;31,72;2004;1;Dhaka;Dhaka;Narsingdi;Narsingdi;N2;LRP031c;LRP030;1255;30,514;23;53;37;90;40;0,5;0
216;Basail Bridge;PC Girder Bridge;A;10,5;27,4;2001;1;Dhaka;Dhaka;Narsingdi;Narsingdi;N2;LRP037a;LRP034;3170;36,488;23;55;50;90;42;16;0
217;Bala Nagar Bridge;RCC Girder Bridge;A;9,4;61,3;1974;3;Dhaka;Dhaka;Narsingdi;Narsingdi;N2;LRP038a;LRP034;4292;37,61;23;56;21;90;42;36;0
218;Simbi Bridge;RCC Girder Bridge;A;7,86;95,5;1978;6;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP046a;LRP046;561;45,931;23;59;37,2;90;45;32,5;0
219;Bitimargal Bridge;RCC Girder Bridge;A;9,2;18,9;1980;1;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP056b;LRP056;573;55,967;24;2;24,4;90;50;34,6;0
220;Bridge Over Arial;RCC Girder Bridge;B;9,2;241,61;1983;5;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP058a;LRP058;709;58,035;24;2;48,9;90;51;43,7;30
221;Bridge Over Arial;RCC Girder Bridge;B;9,2;141,61;1983;5;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP058a;LRP058;715;58,112;24;2;49,2;90;51;44;30
222;Shibpur Bridge;RCC Girder Bridge;B;9,15;40,6;1978;3;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP058c;LRP058;972;58,369;24;2;54,3;90;51;51,1;1
223;Khamachor Bridge;RCC Girder Bridge;A;9,1;40,5;1978;3;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP060a;LRP060;108;59,51;24;3;5,5;90;52;26,9;0
224;Noya Kandi Bridge;RCC Girder Bridge;A;9,15;13,65;1978;1;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP062a;LRP062;630;62,036;24;3;10,5;90;53;56,2;0
225;Patila Dua Bridge;RCC Girder Bridge;A;9,15;13,1;1978;1;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP063a;LRP063;108;62,515;24;3;12;90;54;12,8;0
226;Narayanpur Bridge;RCC Girder Bridge;A;8,95;0;1985;1;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP064b;LRP064;915;64,333;24;3;17,1;90;55;17,3;0
227;Mahmudabad Bridge;RCC Girder Bridge;A;9,1;15,85;1985;1;Dhaka;Dhaka;Narsingdi;Shibpur;N2;LRP067a;LRP067;438;66,846;24;3;23,7;90;56;45,2;0
228;Bhairab Bridge;PC Box;A;19,75;924;2002;9;Mymensingh;Mymensingh;Kishoreganj;Bhairab;N2;LRP072c;LRP068;4427;71,834;24;2;55,84;90;59;30,15;0
229;Sonarampur Bridge;RCC Girder Bridge;C;NULL;79,75;1985;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP075b;LRP073;2778;75,778;24;2;16,5;91;1;27,4;60
230;Kuttu para Bridge;RCC Girder Bridge;B;9,85;22,96;1983;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP086a;LRP083;3364;86,364;24;3;30,2;91;7;7,4;30
231;Khalkata Bridge;RCC Girder Bridge;C;9,8;22,95;2003;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP088a;LRP088;892;88,342;24;3;21;91;8;16,4;60
232;Raboa Bridge;RCC Bridge;A;9,8;17,5;1990;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP089a;LRP089;644;89,1;24;3;18;91;8;42,6;0
233;Bari vara Bridge;RCC Girder Bridge;B;10;43,88;1997;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP090a;LRP090;175;89,64;24;3;15,2;91;9;1,6;30
234;Shabaj Pur Bridge;RCC Girder Bridge;C;8,55;42,65;1997;1;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP091b;LRP091;781;91,246;24;3;8,7;91;9;57,7;60
235;Titas Bridge;RCC Girder Bridge;B;8,56;202,55;1965;9;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP093a;LRP093;196;92,673;24;2;46,4;91;10;38,1;30
236;Chatol Bridge;RCC Girder Bridge;C;9,9;26,95;1992;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP093c;LRP093;822;93,299;24;2;34,2;91;10;49,2;30
237;Rampur Bridge;PC Girder Bridge;B;10,55;64,61;2004;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP096c;LRP096;705;96,192;24;2;27,8;91;12;28,3;30
238;Rampur Bridge-2;RCC Girder Bridge;B;9,1;35,01;1992;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP097a;LRP096;1366;96,853;24;2;31,4;91;12;49,9;2
239;Khilsima Bridge;RCC Girder Bridge;B;9,85;27,03;1992;2;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP098a;LRP097;1372;97,263;24;2;31,1;91;12;49,8;30
240;Lohor Bridge;PC Girder Bridge;A;10,45;64,58;2004;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP100a;LRP096;4553;100,04;24;3;10,6;91;14;28,1;0
241;Madhab pur Bridge;RCC Girder Bridge;C;9,08;68,09;1978;3;Comilla;Comilla;Brahmanbaria;Brahmanbaria;N2;LRP107a;LRP107;700;107,235;24;5;38,9;91;17;23,1;120
242;Madhabpur Bridge;PC Girder Bridge;A;10,5;19,5;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP109a;LRP109;489;109,038;24;6;24,7;91;18;0,2;0
243;Mirnagar Bridge;RCC Girder Bridge;C;8,75;36,7;1973;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP110a;LRP110;251;109,8;24;6;43,4;91;18;17,2;62
244;Undhiura Bridge;PC Girder Bridge;A;10,6;30;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP112a;LRP111;1423;111,979;24;7;36,2;91;19;8,1;0
245;Dokhin Bedhosa Bridge;PC Girder Bridge;A;10,5;25;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP113a;LRP111;2531;113,087;24;8;8,6;91;19;24,6;0
246;Begura -2 Bridge;PC Girder Bridge;A;10,5;40,75;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP114a;LRP111;3290;113,846;24;8;30,2;91;19;37,3;0
247;Begurga -1 Bridge;PC Girder Bridge;A;10,5;23;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP115a;LRP111;4353;114,909;24;8;41,6;91;20;12;0
248;Shapur Bridge;PC Girder Bridge;A;10,2;29,5;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP124a;LRP121;3191;123,191;24;12;38,6;91;21;21,8;0
249;Shutan Bazar Bridge;PC Girder Bridge;A;10,5;83,3;2004;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP133a;LRP131;2792;132,792;24;16;34,4;91;24;14,2;0
250;Shaistaganj Bridge;Truss with RCC Slab;C;9,6;217,25;2000;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP142c;LRP141;1382;141,382;24;16;12,5;91;28;42,8;60
251;Addipasha Bridge;RCC Bridge;A;9,8;27;1980;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP143c;LRP141;2912;142,912;24;16;48;91;29;17;0
252;Dowlatpur Bridge;PC Girder Bridge;A;10,5;41;2003;2;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP150a;LRP146;4509;149,509;24;19;21,6;91;31;48,7;0
253;Chalta Bazar Bridge;PC Girder Bridge;B;10,5;58,5;2003;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP154a;LRP151;3116;153,116;24;21;12,7;91;32;16,8;1
254;Mokkadi Bridge;PC Girder Bridge;A;10,5;15,85;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP155b;LRP151;4930;154,93;24;22;5,4;91;32;40,9;0
255;Moglie Bridge;RCC Girder Bridge;B;10,5;13,7;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP157b;LRP156;1615;156,615;24;22;56,2;91;33;5,3;1
256;Putajuri Bridge;PC Girder Bridge;A;10,5;19,5;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP160b;LRP156;4669;159,669;24;24;22,1;91;33;54,1;0
257;Shuk Ghar Bridge;RCC Girder Bridge;A;10,5;37;2003;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP162f;LRP161;1948;161,948;24;25;34,2;91;34;5,8;0
258;Boro Char Bridge;RCC Girder Bridge;A;10,5;14,8;2003;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP164b;LRP161;3415;163,415;24;26;22,7;91;34;9,3;0
259;Rokonpur Bridge;PC Girder Bridge;B;10,5;19,5;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP165a;LRP161;4088;164,088;24;26;42,4;91;34;14;1
260;Paniunda Bridge;PC Girder Bridge;B;10,5;51,5;2004;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP167c;LRP166;1829;166,829;24;28;9,8;91;34;24,7;1
261;Paniunda Bridge;PC Girder Bridge;B;10,5;21,5;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP168a;LRP166;2266;167,266;24;28;24,2;91;34;28;2
262;Sathail Bridge;PC Girder Bridge;B;12,5;24;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP170c;LRP166;4381;169,381;24;29;28,7;91;34;48,3;1
263;Kandigoan Bridge;RCC Girder Bridge;B;10,5;14;2004;1;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP173c;LRP171;2941;172,941;24;31;16,9;91;35;22,6;1
264;Kurorpur Bridge;PC Girder Bridge;A;10,7;43;1992;3;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;N2;LRP177b;LRP176;1411;176,411;24;32;52,9;91;36;20;0
